"","LIT","Unit_Name","Subunit_Name","subunit_ID","st_g_m2_a.Low","st_g_m2_b.Med","st_g_m2_c.High","wg_g_m2_a.Low","wg_g_m2_b.Med","wg_g_m2_c.High","wg_g_m2","st_g_m2","tot_g_m2","area_ha","tot_mass_m2_var","CI80lwr","CI80upr","st_mass_m2_var","CI80lwr_st","CI80upr_st","wg_mass_m2_var","CI80lwr_wg","CI80upr_wg"
"66","PIX","9A","9A","PIX_9A_9A",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,354.206399057884,354.206399057884,12.3522234817814,3654.90661015879,276.729143645171,431.683654470597,3654.90661015879,276.729143645171,431.683654470597,0,0,0
"67","PIX","9B","9B","PIX_9B_9B",231.88574820716,521.830245563626,468.219244746988,0,0,0,0,343.507294967317,343.507294967317,13.4997348178138,3112.68681814359,272.007664251536,415.006925683099,3112.68681814359,272.007664251536,415.006925683099,0,0,0
"68","SAC","P1A","P1A:1","SAC_P1A_P1A:1",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,0.108750781073533,90.6794544791885,90.788205260262,47.5395570850202,1203.63839259212,46.326706173014,135.24970434751,1203.30692774955,46.2240778447656,135.134831113611,0.331464842578138,-0.629076689933067,0.846578252080133
"69","SAC","P7A","P7A:4","SAC_P7A_P7A:4",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,12.4885580516016,12.6147471503887,25.1033052019903,20.7134429149798,12.9182551204058,20.4971558667936,29.709454537187,10.2343328828385,8.51491709502048,16.7145772057569,2.68392223756723,10.3890330540767,14.5880830491265
"70","SAC","P8","P8:1","SAC_P8_P8:1",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,0,177.596964941662,177.596964941662,24.1610085020243,3599.56309219638,100.708537149563,254.485392733762,3599.56309219638,100.708537149563,254.485392733762,0,0,0
"71","SAC","T10","T10:3","SAC_T10_T10:3",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,45.3643593237086,0,45.3643593237086,22.7989542510121,54.9669634312468,35.8629734028045,54.8657452446128,0,0,0,54.9669634312468,35.8629734028045,54.8657452446128
"72","SAC","T14","T14:1","SAC_T14_T14:1",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,42.6056641138516,0,42.6056641138516,13.3656052631579,89.1723093161556,30.503832873883,54.7074953538202,0,0,0,89.1723093161556,30.503832873883,54.7074953538202
"73","SAC","T14","T14:2","SAC_T14_T14:2",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,40.5255676248333,0,40.5255676248333,14.5869793522267,36.3000614035308,32.8042793827375,48.2468558669291,0,0,0,36.3000614035308,32.8042793827375,48.2468558669291
"74","SAC","T35","T35:1","SAC_T35_T35:1",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,23.7505458370242,18.7106242942745,42.4611701312987,17.3397769230769,54.8882610093543,32.9665887516997,51.9557515108978,38.0061298656014,10.8099727192381,26.6112758693109,16.8821311437529,18.4849233416583,29.0161683323901
"75","SAC","T36","T36:1","SAC_T36_T36:1",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,31.1264507307164,0.562780940673219,31.6892316713896,9.40088016194332,45.3148826388034,23.0622968813563,40.3161664614229,22.4630287649523,-5.51115548724007,6.63671736858651,22.8518538738512,25.0001712609929,37.2527302004399
"76","SAC","T36","T36:2","SAC_T36_T36:2",45.5376111882408,122.688820711814,258.024929366745,21.9532697989045,40.6000689435667,54.3498684134439,32.7372898610053,0.521283683928513,33.2585735449338,20.4168562753036,139.505608807351,18.1218485796353,48.3952985102324,96.0115607319267,-12.0360620111107,13.0786293789677,43.4940480754244,24.2854550442112,41.1891246777994
"77","SLW","Beach Lake 1","Beach Lake 1","SLW_Beach Lake 1_Beach Lake 1",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,0,41.7451999497514,41.7451999497514,16.4699230769231,121.421727887004,27.6235874594974,55.8668124400054,121.421727887004,27.6235874594974,55.8668124400054,0,0,0
"78","SLW","Beach Lake 3","Beach Lake 3","SLW_Beach Lake 3_Beach Lake 3",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,0,101.608138957134,101.608138957134,7.3451016194332,946.843227766025,62.1737492390107,141.042528675256,946.843227766025,62.1737492390107,141.042528675256,0,0,0
"79","SLW","HQ-7","27a","SLW_HQ-7_27a",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,2.29513117242457,59.7370838775829,62.0322150500075,35.382375708502,670.380129891327,28.8506663556152,95.2137637443998,666.75331113188,26.6454145419416,92.8287532132242,3.62681875944696,-0.145482344480776,4.73574468932992
"80","SLW","Lewis 1","22","SLW_Lewis 1_22",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,17.4409773107724,101.280099786541,118.721077097313,11.9535105263158,862.899632953649,81.0753033636621,156.366850830964,821.568188737483,64.5469734087951,138.013226164286,41.3314442161664,9.20194177729982,25.680012844245
"81","SLW","Lewis 6","22","SLW_Lewis 6_22",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,54.2022126634212,15.5318124807322,69.7340251441533,23.7168546558704,353.58468560958,45.6359247784821,93.8321255098246,72.9985381755621,4.58234073809177,26.4812842233726,280.586147434018,32.7353193206227,75.6691060062196
"82","SLW","LIC","57","SLW_LIC_57",19.7268338478461,115.013148101738,254.29017487016,39.7430460635742,36.1506643879355,94.585165377277,1.76635760282552,59.4191400926733,61.1854976954988,28.6552939271255,551.352587003956,31.09351566337,91.2774797276276,548.426843842172,29.4071055580446,89.431174627302,2.92574316178405,-0.42571121776695,3.95842642341799
